id,price,host_is_superhost,host_total_listings_count,host_identity_verified,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,security_deposit,cleaning_fee,extra_people,minimum_nights,maximum_nights,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,cancellation_policy,reviews_per_month
4008,181,f,1,f,-37.70029,144.83275,Cabin,Entire home/apt,8,1,0,7,180,60,10,3,1125,0,,,,,,,,t,flexible,
4009,500,f,1,f,-37.81832,144.96479,Apartment,Entire home/apt,4,1,2,2,1000,100,25,1,1125,0,,,,,,,,f,flexible,
4010,70,t,4,t,-37.85755,144.99087,Apartment,Private room,2,1,1,1,100,15,15,2,30,0,,,,,,,,f,strict_14_with_grace_period,
4011,215,f,48,f,-37.78841,145.14623,Townhouse,Entire home/apt,10,3,4,5,300,180,15,2,365,0,,,,,,,,t,strict_14_with_grace_period,
4012,80,t,1,t,-37.76101,145.01434,Cottage,Entire home/apt,2,1,0,1,0,25,0,1,1125,125,97,10,10,10,10,10,10,f,moderate,2.41
4013,50,f,1,f,-37.93347,145.03344,House,Private room,2,1,1,1,,,0,2,1125,0,,,,,,,,t,moderate,
4014,100,t,71,f,-37.83612,144.99335,Apartment,Entire home/apt,5,1,2,2,400,99,29,2,1125,196,94,10,10,9,10,10,9,t,strict_14_with_grace_period,3.61
4015,179,f,1,t,-37.82725,144.95822,Apartment,Entire home/apt,5,1,2,4,250,38,22,3,60,45,98,10,10,10,10,10,10,t,moderate,1.61
4016,97,f,1,f,-37.76375,144.97533,House,Entire home/apt,4,1,2,2,,,0,7,27,1,80,10,8,10,10,10,8,t,flexible,0.04
4017,74,f,1,f,-37.80641,144.96103,Apartment,Private room,1,1,1,1,,,0,1,1125,1,100,10,10,10,10,10,10,f,flexible,0.08
4018,40,t,2,t,-37.86341,144.98529,Apartment,Private room,2,1,1,1,0,0,0,2,21,34,98,10,9,10,10,10,10,t,flexible,3.83
4019,77,f,2,f,-37.74656,144.73704,House,Private room,2,1,2,2,,50,20,2,1125,0,,,,,,,,t,strict_14_with_grace_period,
4020,171,f,30,f,-37.82626,144.9585,Apartment,Entire home/apt,4,1,2,2,300,0,0,1,1125,2,100,10,9,10,10,9,9,t,moderate,0.36
4021,74,f,2,f,-37.76278,144.99043,Townhouse,Private room,2,1,1,1,,,10,1,1125,21,99,10,10,10,10,9,10,f,flexible,0.52
4022,200,f,1,t,-37.7751,145.28311,Villa,Entire home/apt,6,2,2,3,250,50,40,2,1125,5,100,10,10,10,10,10,10,f,strict_14_with_grace_period,0.1
4023,109,f,94,f,-37.81579,144.96909,Apartment,Entire home/apt,4,1,1,2,150,113,0,2,1000,25,90,10,9,10,10,10,10,f,moderate,3.61
4024,70,f,1,f,-37.81932,144.955,Apartment,Private room,2,1,1,1,200,39,0,1,1125,10,98,10,9,10,10,10,9,f,flexible,2.88
4025,129,f,2,t,-37.79927,144.96683,Townhouse,Entire home/apt,3,1,2,2,500,90,40,2,1125,4,90,9,10,10,9,9,9,f,strict_14_with_grace_period,3.16
4026,60,f,1,t,-37.78379,145.01049,Apartment,Private room,2,1,1,1,,30,0,1,15,14,93,10,10,9,10,9,10,f,flexible,0.44
4027,166,f,57,f,-37.81545,145.11678,Apartment,Entire home/apt,4,1,2,2,200,75,15,1,1125,19,91,10,9,10,10,9,9,t,moderate,0.63
4028,671,f,130,t,-37.84608,144.94466,Townhouse,Entire home/apt,6,3,3,3,1000,429,0,7,1125,0,,,,,,,,f,strict_14_with_grace_period,
4029,300,f,1,t,-37.8006,144.97248,House,Entire home/apt,6,1.5,3,3,500,150,0,3,1125,39,99,10,10,10,10,10,9,f,strict_14_with_grace_period,1
4030,95,f,1,f,-37.82913,144.96818,Apartment,Entire home/apt,2,1,1,1,,,0,1,1125,5,100,10,10,10,10,9,10,t,moderate,0.23
4031,800,f,130,t,-37.81552,145.03774,House,Entire home/apt,6,3.5,4,5,2000,467,0,7,180,0,,,,,,,,f,strict_14_with_grace_period,
4032,169,f,6,f,-37.9881,145.21278,Serviced apartment,Entire home/apt,5,2,2,3,200,90,30,3,1125,1,80,8,10,8,2,2,10,f,moderate,0.09
4033,151,f,1,f,-37.83994,144.99422,Apartment,Entire home/apt,4,1,1,1,,,0,1,1125,2,80,10,10,6,7,10,10,t,strict_14_with_grace_period,1.87
4034,235,t,3,f,-37.88501,145.23426,House,Entire home/apt,10,2.5,4,7,450,145,20,3,60,0,,,,,,,,t,moderate,
4035,152,t,2,f,-37.85023,145.19524,House,Entire home/apt,6,2,3,3,,20,15,3,1125,4,90,9,9,9,9,9,9,f,strict_14_with_grace_period,0.11
4036,190,f,1,t,-37.69667,145.22235,Cottage,Entire home/apt,8,1,2,3,0,30,50,1,1125,132,93,9,9,10,10,10,9,t,strict_14_with_grace_period,3.91
4037,198,f,3,f,-37.81112,144.95149,Apartment,Entire home/apt,6,2,2,3,0,56,15,2,1125,0,,,,,,,,t,moderate,
4038,50,f,1,f,-37.80398,144.94501,Townhouse,Private room,2,1,1,1,,0,0,1,1125,69,92,9,9,10,9,9,9,t,strict_14_with_grace_period,7.39
4039,119,f,1,t,-37.70527,145.56111,Tiny house,Entire home/apt,2,1,0,1,0,25,0,1,1125,2,100,9,10,10,10,10,10,t,flexible,2
4040,250,f,1,f,-37.84203,145.02458,House,Entire home/apt,6,3,3,5,5000,200,150,3,30,0,,,,,,,,t,flexible,
4041,75,f,17,t,-37.80784,144.99392,House,Private room,3,1,1,1,0,0,15,1,1125,14,91,9,9,10,10,10,9,t,moderate,0.37
4042,145,f,4,t,-37.8193,144.99436,Townhouse,Entire home/apt,12,1,4,7,290,140,0,1,1124,218,93,10,9,10,10,10,9,t,strict_14_with_grace_period,5.74
4043,122,t,1,t,-37.83929,145.06854,Guest suite,Entire home/apt,2,1,1,1,200,0,30,1,22,75,100,10,10,10,10,10,10,f,moderate,2.9
4044,60,f,1,f,-37.72832,145.08359,House,Private room,4,2,2,2,0,40,30,1,10,0,,,,,,,,f,flexible,
4045,151,t,1,f,-37.8819,145.36136,Apartment,Entire home/apt,2,1,1,1,0,75,0,1,10,83,98,10,10,10,10,10,9,t,flexible,3.88
4046,0,f,3,f,-37.80741,144.96071,Apartment,Entire home/apt,5,1,2,2,200,80,20,2,1125,11,84,9,8,9,10,10,9,f,strict_14_with_grace_period,0.62
4047,129,t,10,f,-37.81371,144.95649,Apartment,Entire home/apt,2,1,1,1,200,59,0,1,1125,301,98,10,10,10,10,10,10,t,strict_14_with_grace_period,7.38
4048,399,f,1,t,-37.86076,144.99618,Apartment,Entire home/apt,2,1,1,1,,,0,30,1125,4,,,,,,,,t,flexible,0.26
4049,159,t,1,t,-37.81723,144.96215,Apartment,Entire home/apt,6,1,2,2,,89,0,2,100,49,96,10,9,10,10,10,10,f,flexible,1.88
4050,60,f,1,t,-37.80324,144.96772,Apartment,Private room,1,1,1,1,150,20,20,7,47,1,,,,,,,,t,flexible,0.12
4051,142,f,30,f,-37.82816,144.95884,Apartment,Entire home/apt,2,1,1,1,300,0,0,1,1125,1,80,8,8,8,8,10,8,t,moderate,0.42
4052,92,f,3,t,-37.8631,144.98392,Apartment,Entire home/apt,4,1,1,3,1000,100,10,1,730,9,83,8,7,10,10,9,9,f,moderate,0.14
4053,70,f,1,f,-37.87359,144.98706,Apartment,Entire home/apt,2,1,1,1,,70,0,2,30,2,90,10,10,10,10,9,9,f,flexible,0.07
4054,125,t,1,f,-37.64152,145.49202,Cottage,Entire home/apt,2,1,1,1,,20,0,1,1125,147,99,10,10,10,10,10,10,f,moderate,8.78
4055,151,f,294,f,-37.81967,144.96225,Apartment,Entire home/apt,6,2,2,3,250,150,0,3,1125,19,81,9,8,9,8,9,9,t,strict_14_with_grace_period,1.74
4056,300,f,1,f,-37.88376,144.73098,Villa,Entire home/apt,9,2,4,5,600,120,30,2,30,1,,,,,,,,t,flexible,0.19
4057,60,f,1,f,-37.82963,144.96994,Apartment,Private room,1,1,1,1,1500,20,0,1,1125,6,97,10,10,10,10,10,9,t,strict_14_with_grace_period,3.83
4058,115,t,1,t,-37.804,144.95377,House,Entire home/apt,4,1.5,1,3,,40,10,2,1125,107,96,10,10,10,10,10,10,f,moderate,2.32
4059,50,f,1,f,-37.83659,144.99389,Apartment,Private room,1,1,1,1,200,40,15,2,1125,0,,,,,,,,f,flexible,
4060,36,t,2,f,-38.09452,145.12805,House,Private room,2,1,1,1,,30,36,1,90,15,97,10,9,10,10,10,10,t,moderate,1.07
4061,185,t,3,f,-37.94236,145.01427,House,Entire home/apt,4,2,2,2,500,,0,3,75,17,99,10,10,10,10,10,10,t,moderate,0.33
4062,119,t,1,t,-37.882,145.37137,Townhouse,Entire home/apt,4,1,2,2,0,40,15,2,84,60,99,10,10,10,10,10,10,t,flexible,2.18
4063,55,f,1,f,-37.80912,144.95613,Apartment,Private room,1,1,1,1,,25,20,1,30,2,100,10,10,10,10,10,10,t,flexible,1.82
4064,85,f,1,f,-37.84476,145.08337,House,Private room,2,1,1,1,200,40,30,60,1125,10,100,10,10,10,10,10,10,t,strict_14_with_grace_period,0.22
4065,65,t,1,f,-37.81576,144.98453,Apartment,Private room,2,1,1,1,0,10,20,1,1125,40,99,10,10,10,10,10,10,f,moderate,2.23
4066,249,f,3,f,-37.92733,145.15301,Townhouse,Entire home/apt,12,3.5,4,9,,200,0,1,1125,0,,,,,,,,t,moderate,
4067,168,f,2,f,-37.79995,144.87637,Townhouse,Entire home/apt,6,1,2,2,0,150,0,3,1125,0,,,,,,,,f,flexible,
4068,193,f,2,f,-37.81115,144.9494,Apartment,Entire home/apt,6,1,2,3,0,45,20,1,40,0,,,,,,,,t,moderate,
4069,45,f,6,f,-37.86345,145.02691,Apartment,Private room,2,1,1,1,0,6,0,1,1125,58,90,9,9,10,10,10,10,f,moderate,3.41
4070,65,f,1,t,-37.86253,144.98019,Apartment,Entire home/apt,2,1,0,1,,,0,1,1125,1,80,8,6,10,10,10,6,f,flexible,0.03
4071,550,f,1,t,-37.94462,145.01079,House,Entire home/apt,8,3,4,4,0,150,0,7,28,0,,,,,,,,f,strict_14_with_grace_period,
4072,100,f,4,f,-37.82842,144.95951,Apartment,Entire home/apt,2,1,1,1,150,50,0,1,1125,14,90,9,9,9,9,10,10,f,strict_14_with_grace_period,2.43
4073,68,f,4,f,-37.80952,144.96147,Apartment,Private room,2,1,1,2,0,70,40,1,90,3,100,10,10,10,10,10,9,t,strict_14_with_grace_period,1.88
4074,67,f,1,f,-37.81552,144.96654,House,Private room,2,1,1,1,,20,0,3,14,0,,,,,,,,t,flexible,
4075,145,f,1,f,-38.14959,145.11827,Townhouse,Entire home/apt,4,1,3,3,,40,0,5,1125,6,92,10,10,10,10,10,10,f,moderate,2.95
4076,70,f,1,t,-37.81482,144.88504,House,Entire home/apt,2,1,1,1,0,15,15,1,3,8,100,10,10,10,10,10,10,t,moderate,0.53
4077,181,t,7,f,-37.82697,144.95558,Apartment,Entire home/apt,4,1,1,2,300,60,10,1,1125,6,97,9,10,9,10,10,10,t,strict_14_with_grace_period,1.07
4078,98,f,1,t,-37.86343,145.00579,Apartment,Entire home/apt,2,1,0,1,200,35,0,2,45,85,96,10,10,10,10,10,10,t,flexible,2.72
4079,95,f,5,f,-37.82355,144.9632,Condominium,Private room,2,1,1,2,200,30,30,5,1125,2,80,10,9,10,10,10,10,f,strict_14_with_grace_period,0.72
4080,139,f,1,f,-37.8486,144.99321,Apartment,Entire home/apt,4,1,1,2,0,20,0,1,1125,7,91,9,10,10,10,10,10,t,moderate,0.58
4081,80,t,1,f,-37.77973,144.98823,House,Private room,3,1,1,1,0,20,50,2,120,101,97,10,10,10,10,10,10,f,flexible,1.91
4082,100,f,1,t,-37.83252,144.95698,Apartment,Private room,2,1,1,1,0,20,0,2,30,3,93,10,8,10,10,10,9,f,flexible,0.56
4083,80,f,1,t,-37.89335,144.6643,House,Private room,2,1,1,1,,,0,1,1125,4,90,10,10,10,10,10,10,f,flexible,0.35
4084,33,f,5,f,-37.87588,145.10125,House,Private room,2,1,1,1,0,10,0,6,50,2,100,10,8,10,8,10,10,f,strict_14_with_grace_period,0.65
4085,78,f,1,f,-37.77754,144.9335,Apartment,Entire home/apt,2,1,1,1,350,70,0,3,1125,5,92,10,8,10,10,9,10,f,strict_14_with_grace_period,2.27
4086,165,f,10,t,-37.7899,144.96857,Apartment,Entire home/apt,5,1,2,3,0,43,37,3,1125,67,89,9,9,10,10,10,9,t,moderate,2
4087,88,f,1,f,-38.15721,145.1629,House,Private room,1,1,1,1,,,0,1,1125,0,,,,,,,,f,flexible,
4088,119,f,1,t,-37.7253,145.22759,Guesthouse,Entire home/apt,2,1,0,1,0,50,0,1,1125,1,100,10,10,10,10,10,10,t,flexible,1
4089,85,f,6,f,-37.81833,145.01419,Apartment,Entire home/apt,3,1,1,2,300,80,20,1,1125,0,,,,,,,,f,moderate,
4090,109,f,1,f,-37.89221,145.01328,Townhouse,Private room,2,1,1,1,0,50,0,3,1125,1,100,10,8,10,10,10,10,f,strict_14_with_grace_period,0.23
4091,80,f,6,t,-37.80527,144.96498,Apartment,Private room,2,1,1,1,,20,20,2,1125,0,,,,,,,,f,flexible,
4092,50,f,4,t,-37.80184,145.09714,House,Private room,1,1,1,1,,20,0,2,1125,3,93,10,10,10,10,10,10,f,moderate,0.08
4093,115,t,20,f,-37.81526,144.93759,Apartment,Entire home/apt,4,1,1,3,250,99,15,1,1125,26,96,10,10,10,10,10,9,t,strict_14_with_grace_period,3.44
4094,340,t,2,f,-37.80094,144.98746,Apartment,Entire home/apt,4,2,2,2,2000,180,60,3,1125,60,99,10,9,10,10,10,9,f,strict_14_with_grace_period,2.48
4095,115,t,2,t,-37.80856,144.95254,Apartment,Entire home/apt,4,1,2,2,400,90,7,1,1125,15,99,10,10,10,10,10,10,t,moderate,3.38
4096,26,f,1,f,-37.70595,144.92171,House,Private room,2,1,1,1,150,20,15,1,1125,3,100,10,10,10,10,9,10,t,flexible,0.34
4097,510,f,34,f,-37.82924,145.35096,House,Entire home/apt,8,2,4,5,0,0,0,2,31,8,90,10,10,10,10,10,9,t,strict_14_with_grace_period,0.86
4098,119,f,1,f,-37.81805,144.99843,Apartment,Entire home/apt,2,1,1,1,,30,200,3,1125,0,,,,,,,,f,strict_14_with_grace_period,
4099,199,f,16,t,-37.82021,144.9575,Serviced apartment,Entire home/apt,4,2,2,2,500,75,0,2,99,0,,,,,,,,t,strict_14_with_grace_period,
4100,139,f,21,t,-37.8162,144.95212,Apartment,Entire home/apt,6,1,2,3,200,80,10,1,1125,1,100,10,10,10,10,10,10,f,strict_14_with_grace_period,0.08
4101,71,f,1,t,-37.87761,144.98918,Apartment,Private room,2,1,1,1,,,14,1,1125,1,80,10,6,10,10,10,8,f,flexible,0.03
4102,80,t,2,t,-37.77478,144.91325,House,Private room,2,1.5,1,1,,,20,7,1125,37,94,9,9,10,10,9,9,f,moderate,0.69
4103,100,t,1,f,-37.81613,144.95924,Apartment,Entire home/apt,4,1,1,2,1000,120,30,2,6,44,97,10,9,10,10,10,9,f,moderate,2.08
4104,65,f,3,f,-37.87384,145.14391,House,Private room,2,1,1,1,0,0,10,3,180,3,100,10,10,10,10,10,10,t,strict_14_with_grace_period,0.28
4105,40,f,1,f,-37.86358,145.17054,House,Private room,3,2,2,2,0,45,15,1,1125,5,96,10,10,10,10,8,10,t,moderate,0.37
4106,699,t,2,f,-37.8488,145.00226,House,Entire home/apt,9,2.5,4,6,2000,200,0,4,90,13,95,10,10,10,10,10,9,f,strict_14_with_grace_period,0.75
4107,220,f,4,f,-37.93572,145.4393,Bed and breakfast,Private room,2,1,1,1,,,0,1,1125,1,100,10,10,10,10,10,10,f,flexible,0.1
4108,125,f,1,f,-37.87743,144.98203,Apartment,Entire home/apt,2,1,1,1,500,20,0,3,7,2,,,,,,,,f,flexible,2
4109,119,f,5,f,-37.80373,144.95617,Apartment,Entire home/apt,4,1,1,3,,50,0,1,1125,89,93,10,9,10,10,10,9,t,strict_14_with_grace_period,3.05
4110,38,f,1,f,-37.73929,144.96209,Townhouse,Private room,2,1,1,1,0,15,0,1,15,5,92,10,8,10,10,10,10,t,moderate,1.35
4111,129,f,1,f,-37.81439,144.93815,Apartment,Private room,1,1,1,1,,,0,1,4,0,,,,,,,,t,flexible,
4112,289,f,34,t,-37.80801,144.96,Apartment,Entire home/apt,6,1,2,3,250,99,0,1,30,31,94,10,10,9,10,10,10,t,strict_14_with_grace_period,5.54
4113,95,t,1,f,-37.84499,144.99641,Apartment,Private room,2,1,1,1,200,20,0,1,16,32,99,10,10,10,10,10,10,f,moderate,1.84
4114,151,f,1,f,-37.86361,144.99054,Apartment,Entire home/apt,4,1,2,3,150,120,0,2,1125,0,,,,,,,,f,strict_14_with_grace_period,
4115,100,f,1,t,-37.76733,144.99976,Apartment,Entire home/apt,2,1,1,1,150,130,0,2,1125,109,95,10,9,9,10,10,9,t,strict_14_with_grace_period,1.52
4116,185,f,2,f,-37.5957,145.49244,House,Entire home/apt,10,2.5,5,7,,,60,2,1125,8,95,9,10,9,9,10,9,t,strict_14_with_grace_period,0.19
4117,109,f,1,f,-37.86654,144.97695,Apartment,Entire home/apt,4,1,2,2,1000,90,0,1,1125,21,88,9,9,9,9,9,9,t,moderate,4.04
4118,119,t,7,f,-37.81715,144.96986,Apartment,Entire home/apt,3,1,1,1,200,0,20,4,1124,112,95,10,9,10,10,10,9,t,strict_14_with_grace_period,3.44
4119,82,f,1,t,-37.82224,145.00562,Apartment,Entire home/apt,2,1,1,1,,,0,4,1125,1,100,6,6,10,6,10,6,t,flexible,0.12
4120,125,f,2,f,-37.82961,144.98554,Apartment,Entire home/apt,2,1,1,1,500,70,0,3,1125,1,100,10,8,10,10,10,10,f,flexible,0.07
4121,70,f,2,f,-37.81429,144.94387,Apartment,Private room,2,1,1,1,300,0,0,2,1125,32,94,10,9,10,10,10,10,t,strict_14_with_grace_period,1.47
4122,100,f,1,f,-37.8337,145.04343,Apartment,Entire home/apt,2,1,1,1,,20,0,2,1125,7,91,10,10,10,10,10,10,f,flexible,0.19
4123,109,f,4,f,-37.83668,144.69167,House,Entire home/apt,8,2,4,6,260,200,20,1,150,9,96,9,10,10,10,10,9,f,strict_14_with_grace_period,0.71
4124,40,f,1,t,-37.75601,145.16569,House,Private room,2,1,1,1,200,60,20,1,14,14,98,10,10,10,10,9,10,f,moderate,0.57
4125,129,f,1,t,-37.81133,144.97276,Apartment,Entire home/apt,2,1,1,1,,60,20,6,1125,21,97,10,9,10,10,10,10,f,moderate,0.25
4126,80,f,1,f,-37.80779,144.96775,Apartment,Private room,2,1,1,2,,,0,4,7,0,,,,,,,,t,flexible,
4127,92,t,4,t,-37.8152,144.95333,Apartment,Private room,2,1,1,1,0,49,0,1,1125,0,,,,,,,,t,flexible,
4128,65,f,4,t,-37.81106,144.96476,Apartment,Entire home/apt,4,1,1,2,,40,15,1,1000,0,,,,,,,,t,strict_14_with_grace_period,
4129,125,t,20,f,-37.81128,144.9604,Apartment,Entire home/apt,5,1,2,2,250,115,20,1,1125,7,94,9,9,9,9,10,9,t,strict_14_with_grace_period,2.96
4130,44,f,1,f,-37.72698,145.03206,House,Private room,3,2,1,2,2000,20,20,1,14,3,73,9,7,9,9,9,8,t,flexible,0.36
4131,33,f,2,f,-37.76889,144.96297,Guest suite,Private room,1,1,1,1,,,0,1,1125,8,93,10,10,10,10,10,10,t,flexible,2.45
4132,65,f,3,t,-37.81229,144.99628,House,Private room,2,1,1,1,0,40,15,1,60,17,88,10,9,10,10,9,9,t,strict_14_with_grace_period,0.88
4133,135,f,25,f,-37.80782,144.96067,Apartment,Entire home/apt,2,1,1,1,150,60,0,2,1125,3,67,9,9,6,6,10,7,t,strict_14_with_grace_period,0.87
4134,100,f,1,f,-37.76269,145.27924,House,Private room,4,1,2,2,,25,15,2,1125,9,93,10,10,10,10,8,10,t,moderate,1.57
4135,151,t,1,t,-37.8164,144.95479,Apartment,Entire home/apt,4,1,2,3,0,50,25,1,1125,76,95,10,10,10,10,10,10,t,strict_14_with_grace_period,4.98
4136,250,f,1,f,-37.81758,145.0236,House,Entire home/apt,6,2.5,2,3,1000,125,0,5,90,10,100,10,10,10,10,10,10,f,moderate,0.66
4137,115,t,1,t,-37.87084,144.98134,Apartment,Entire home/apt,4,1,1,2,133,105,0,2,1125,94,97,10,10,10,10,10,10,f,strict_14_with_grace_period,3.07
4138,498,f,56,f,-37.90763,145.00352,Apartment,Entire home/apt,5,2,2,3,400,0,15,5,365,0,,,,,,,,t,strict_14_with_grace_period,
4139,136,f,1,f,-37.73102,144.93333,Townhouse,Entire home/apt,4,1,2,2,0,75,50,2,31,10,100,10,10,10,10,10,10,f,moderate,1.52
4140,129,f,1,t,-37.76125,144.97816,Apartment,Entire home/apt,7,2,2,4,,69,10,3,1125,2,100,10,10,10,10,10,10,t,strict_14_with_grace_period,0.27
4141,290,f,29,t,-37.75436,144.91761,Serviced apartment,Entire home/apt,4,2,2,3,,,0,3,90,0,,,,,,,,f,flexible,
4142,65,t,1,f,-37.77027,144.89508,Guesthouse,Entire home/apt,2,1,1,1,,15,0,1,1125,248,97,10,10,10,10,10,10,f,flexible,5.27
4143,90,f,1,t,-38.11442,145.12736,Guesthouse,Entire home/apt,3,1,1,1,0,45,10,2,1125,74,96,10,10,10,10,10,10,f,moderate,1.6
4144,250,t,2,f,-37.7183,145.58787,Cabin,Entire home/apt,2,1,1,1,,,0,2,1125,20,99,10,10,10,10,10,10,f,strict_14_with_grace_period,0.95
4145,50,t,2,f,-37.7265,144.88416,House,Private room,2,1,1,1,,,10,3,1125,20,100,10,10,10,10,10,10,f,flexible,3.35
4146,55,f,1,f,-37.85601,144.9952,Apartment,Private room,2,1,1,1,,10,20,2,1125,0,,,,,,,,t,flexible,
4147,173,f,4,f,-37.81711,144.97142,Apartment,Entire home/apt,4,2,2,2,,15,0,1,1125,2,100,10,10,10,10,10,10,t,moderate,1.71
4148,139,f,35,t,-37.8162,144.95239,Apartment,Entire home/apt,6,1,2,3,199,89,10,1,1125,35,95,9,9,10,10,10,9,t,strict_14_with_grace_period,1.51
4149,1345,f,130,t,-37.8824,144.99316,House,Entire home/apt,7,3.5,5,4,2000,618,0,7,1125,0,,,,,,,,f,strict_14_with_grace_period,
4150,60,f,1,t,-37.78359,144.93461,Apartment,Private room,2,2.5,1,1,300,30,30,1,5,8,91,10,10,10,9,9,9,t,flexible,0.39
4151,50,f,1,t,-37.7607,145.00606,House,Private room,2,1,1,1,,10,10,1,1125,3,93,9,9,9,9,9,10,f,flexible,0.06
4152,80,f,5,f,-37.75227,145.07225,House,Private room,2,1.5,1,1,,70,15,1,1125,2,80,9,5,10,10,10,7,t,strict_14_with_grace_period,0.08
4153,129,f,15,t,-37.80444,144.96252,Apartment,Entire home/apt,6,1,2,3,300,120,20,2,1125,30,95,9,9,10,10,10,10,t,strict_14_with_grace_period,1.1
4154,195,f,1,f,-37.99504,145.08478,House,Entire home/apt,5,2,3,4,,75,0,5,1125,2,80,7,5,10,9,9,7,f,strict_14_with_grace_period,0.07
4155,71,f,73,f,-37.81507,144.97453,Loft,Entire home/apt,2,1,1,1,250,100,0,2,1125,15,97,10,10,10,10,10,9,t,moderate,2.96
4156,159,f,37,f,-37.80915,144.95967,Apartment,Entire home/apt,6,1,2,3,300,79,15,1,365,0,,,,,,,,t,strict_14_with_grace_period,
4157,65,t,2,f,-37.91661,145.12289,Villa,Private room,2,1,1,1,200,29,10,3,14,10,100,10,10,10,10,10,10,t,moderate,0.97
4158,119,f,3,f,-37.82598,144.95864,Apartment,Entire home/apt,4,1,2,2,0,88,15,3,1125,16,95,10,10,10,10,10,9,f,moderate,2.57
4159,200,f,2,f,-37.81235,145.25407,Townhouse,Entire home/apt,6,1,3,3,500,100,0,3,365,20,87,9,9,9,10,9,9,t,strict_14_with_grace_period,0.73
4160,139,f,102,f,-37.75889,144.96284,Apartment,Entire home/apt,2,1,1,1,250,70,30,1,1125,0,,,,,,,,t,strict_14_with_grace_period,
4161,85,f,1,t,-37.78656,144.9923,Apartment,Entire home/apt,4,1,1,1,140,0,10,5,1125,26,96,10,10,10,10,10,10,f,moderate,0.44
4162,105,f,73,f,-37.81788,144.96039,Apartment,Entire home/apt,2,1,1,1,400,120,0,2,90,46,93,9,10,9,9,10,9,f,moderate,2.67
4163,45,t,1,t,-37.80333,144.89762,Apartment,Private room,1,1,1,1,500,0,0,3,1125,21,99,10,10,10,10,9,10,f,moderate,1.38
4164,114,f,21,t,-37.86162,144.9802,Apartment,Entire home/apt,2,1,1,1,500,95,8,5,59,13,92,9,9,10,10,9,8,t,strict_14_with_grace_period,0.28
4165,90,f,2,f,-37.82969,144.967,Apartment,Entire home/apt,3,1,1,2,1000,99,10,1,1124,28,92,10,9,9,9,10,10,f,strict_14_with_grace_period,2.9
4166,50,f,1,t,-37.85998,145.0037,Condominium,Private room,1,1,1,1,250,45,0,3,1125,1,100,10,10,10,10,10,10,f,moderate,1
4167,159,t,1,f,-37.87427,145.03755,Condominium,Entire home/apt,4,1,2,2,200,80,0,2,1125,41,100,10,10,10,10,10,10,f,moderate,2.28
4168,104,t,1,f,-37.85286,145.0664,Guest suite,Entire home/apt,3,1,1,2,0,0,0,2,5,54,98,10,10,10,10,10,10,f,moderate,2.25
4169,149,f,22,f,-37.83719,144.99343,Apartment,Entire home/apt,8,2,2,4,195,119,14,4,365,24,88,9,9,9,9,9,9,f,strict_14_with_grace_period,0.45
4170,63,f,3,t,-37.81248,144.95936,Condominium,Shared room,2,1,1,1,200,,20,2,1125,6,97,9,8,10,9,10,10,t,moderate,0.22
4171,75,f,1,f,-37.79617,144.94817,Apartment,Private room,2,1,1,1,150,15,30,2,25,1,,,,,,,,t,moderate,0.06
4172,108,f,91,f,-37.82073,144.94341,Apartment,Entire home/apt,3,1,1,2,200,99,0,1,1125,3,80,9,7,7,8,9,8,t,strict_14_with_grace_period,0.86
4173,38,f,1,f,-37.71708,144.93593,Apartment,Private room,2,2,0,1,,,0,1,5,0,,,,,,,,t,flexible,
4174,299,t,3,f,-37.73034,144.74308,Apartment,Entire home/apt,4,2,2,2,,,0,1,1125,13,95,10,9,10,10,10,9,f,flexible,0.52
4175,139,f,11,f,-37.8084,144.96154,Apartment,Entire home/apt,3,1,1,2,200,100,50,2,1125,5,68,8,8,9,8,10,7,f,moderate,2.24
4176,169,f,33,t,-37.83021,144.96737,Apartment,Entire home/apt,7,2,2,4,400,65,25,2,1125,12,90,10,9,10,10,10,9,f,strict_14_with_grace_period,0.77
4177,105,f,3,f,-37.82148,144.99429,Apartment,Entire home/apt,2,1,1,1,,,0,14,21,1,100,10,10,10,10,10,10,f,flexible,0.02
4178,88,f,1,t,-37.84517,144.98656,Apartment,Entire home/apt,2,1,1,1,,29,0,1,1125,31,97,10,10,10,10,10,10,t,flexible,1.32
4179,68,t,1,t,-37.8017,144.9837,Apartment,Private room,2,1,1,1,,15,15,1,1125,103,97,10,10,10,10,10,10,f,moderate,2.91
4180,195,f,12,f,-37.81046,145.2369,House,Entire home/apt,8,2,4,6,300,300,25,2,1125,15,89,10,8,9,9,10,9,t,strict_14_with_grace_period,1.38
4181,30,f,1,f,-37.8623,145.26283,House,Shared room,1,1,1,4,,,0,1,1125,0,,,,,,,,f,flexible,
4182,155,f,1,f,-37.83707,144.95473,House,Entire home/apt,4,1,2,2,,60,0,2,1125,0,,,,,,,,f,strict_14_with_grace_period,
4183,60,f,2,f,-37.70315,144.87968,House,Private room,2,1.5,1,1,0,10,0,1,1125,4,85,10,10,10,10,10,10,t,strict_14_with_grace_period,2.79
